Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),Sunny
40913,2014,1,7,27.2,TRUE
40913,2014,1,8,22.1,TRUE
40913,2014,1,9,19.8,TRUE
40913,2014,1,10,14,FALSE
40913,2014,1,11,22.6,TRUE
40913,2014,1,12,27.5,TRUE
40913,2014,1,13,24.6,TRUE
40913,2014,1,14,23.8,TRUE
40913,2014,1,15,26.4,TRUE
40913,2014,1,16,25.3,TRUE
40913,2014,1,17,28.8,TRUE
40913,2014,1,18,24,TRUE
40913,2014,1,19,30.2,TRUE
40913,2014,1,20,29.9,TRUE
40913,2014,1,21,29.7,TRUE
40913,2014,1,22,26.9,TRUE
40913,2014,1,23,6,FALSE
40913,2014,1,24,16.6,TRUE
40913,2014,1,25,11.1,FALSE
40913,2014,1,26,26.6,TRUE
40913,2014,1,27,22.3,TRUE
40913,2014,1,28,17.4,TRUE
40913,2014,1,29,18.1,TRUE
40913,2014,1,30,19.6,TRUE
40913,2014,1,31,12,FALSE
40913,2014,2,1,22.3,TRUE
40913,2014,2,2,22.9,TRUE
40913,2014,2,3,20.1,TRUE
40913,2014,2,4,24,TRUE
40913,2014,2,5,23.1,TRUE
40913,2014,2,6,18.4,TRUE
40913,2014,2,7,17.5,TRUE
40913,2014,2,8,21.6,TRUE
40913,2014,2,9,11.3,FALSE
40913,2014,2,10,18.1,TRUE
40913,2014,2,11,23.6,TRUE
40913,2014,2,12,22.4,TRUE
40913,2014,2,13,24,TRUE
40913,2014,2,14,18.7,TRUE
40913,2014,2,15,26.4,TRUE
40913,2014,2,16,26.9,TRUE
40913,2014,2,17,24.3,TRUE
40913,2014,2,18,18.4,TRUE
40913,2014,2,19,25.9,TRUE
40913,2014,2,20,21.3,TRUE
40913,2014,2,21,18.3,TRUE
40913,2014,2,22,4.7,FALSE
40913,2014,2,23,24.4,TRUE
40913,2014,2,24,20.2,TRUE
40913,2014,2,25,22.5,TRUE
40913,2014,2,26,22.6,TRUE
40913,2014,2,27,26.3,TRUE
40913,2014,2,28,18.8,TRUE
40913,2014,3,1,22.8,TRUE
40913,2014,3,2,17.8,TRUE
40913,2014,3,3,14.7,FALSE
40913,2014,3,4,20.7,TRUE
40913,2014,3,5,13.8,FALSE
40913,2014,3,6,23.7,TRUE
40913,2014,3,7,15.8,TRUE
40913,2014,3,8,20.5,TRUE
40913,2014,3,9,15.4,TRUE
40913,2014,3,10,21.4,TRUE
40913,2014,3,11,19.9,TRUE
40913,2014,3,12,20.8,TRUE
40913,2014,3,13,22.5,TRUE
40913,2014,3,14,19.2,TRUE
40913,2014,3,15,23.1,TRUE
40913,2014,3,16,23.6,TRUE
40913,2014,3,17,22.9,TRUE
40913,2014,3,18,19,TRUE
40913,2014,3,19,18.8,TRUE
40913,2014,3,20,21.4,TRUE
40913,2014,3,21,15.3,TRUE
40913,2014,3,22,18.9,TRUE
40913,2014,3,23,20.5,TRUE
40913,2014,3,24,16.2,TRUE
40913,2014,3,25,7.3,FALSE
40913,2014,3,26,8.8,FALSE
40913,2014,3,27,3,FALSE
40913,2014,3,28,10.6,FALSE
40913,2014,3,29,20,TRUE
40913,2014,3,30,3.8,FALSE
40913,2014,3,31,16.8,TRUE
40913,2014,4,1,20,TRUE
40913,2014,4,2,20,TRUE
40913,2014,4,3,20.7,TRUE
40913,2014,4,4,17.2,TRUE
40913,2014,4,5,20.6,TRUE
40913,2014,4,6,17.3,TRUE
40913,2014,4,7,14.4,FALSE
40913,2014,4,8,13,FALSE
40913,2014,4,9,17.9,TRUE
40913,2014,4,10,17,TRUE
40913,2014,4,11,19.3,TRUE
40913,2014,4,12,14.9,FALSE
40913,2014,4,13,3.4,FALSE
40913,2014,4,14,8.1,FALSE
40913,2014,4,15,13.4,FALSE
40913,2014,4,16,18.1,TRUE
40913,2014,4,17,19.3,TRUE
40913,2014,4,18,19.3,TRUE
40913,2014,4,19,19.5,TRUE
40913,2014,4,20,18.9,TRUE
40913,2014,4,21,18.7,TRUE
40913,2014,4,22,18.7,TRUE
40913,2014,4,23,18.1,TRUE
40913,2014,4,24,18.3,TRUE
40913,2014,4,25,17.9,TRUE
40913,2014,4,26,16.5,TRUE
40913,2014,4,27,15.8,TRUE
40913,2014,4,28,11.2,FALSE
40913,2014,4,29,12.8,FALSE
40913,2014,4,30,14.6,FALSE
40913,2014,5,1,14.3,FALSE
40913,2014,5,2,6.2,FALSE
40913,2014,5,3,15.4,TRUE
40913,2014,5,4,16.3,TRUE
40913,2014,5,5,16.2,TRUE
40913,2014,5,6,16.9,TRUE
40913,2014,5,7,12.9,FALSE
40913,2014,5,8,11.7,FALSE
40913,2014,5,9,16,TRUE
40913,2014,5,10,9.6,FALSE
40913,2014,5,11,14.6,FALSE
40913,2014,5,12,10.7,FALSE
40913,2014,5,13,14.4,FALSE
40913,2014,5,14,12.5,FALSE
40913,2014,5,15,14.3,FALSE
40913,2014,5,16,10.8,FALSE
40913,2014,5,17,13.3,FALSE
40913,2014,5,18,11.3,FALSE
40913,2014,5,19,10.6,FALSE
40913,2014,5,20,11.7,FALSE
40913,2014,5,21,13.7,FALSE
40913,2014,5,22,11.2,FALSE
40913,2014,5,23,12.3,FALSE
40913,2014,5,24,14.4,FALSE
40913,2014,5,25,14.6,FALSE
40913,2014,5,26,14.5,FALSE
40913,2014,5,27,13.2,FALSE
40913,2014,5,28,14.1,FALSE
40913,2014,5,29,13.4,FALSE
40913,2014,5,30,9.7,FALSE
40913,2014,5,31,10.1,FALSE
40913,2014,6,1,12.3,FALSE
40913,2014,6,2,13.4,FALSE
40913,2014,6,3,11.4,FALSE
40913,2014,6,4,12,FALSE
40913,2014,6,5,13.7,FALSE
40913,2014,6,6,12.7,FALSE
40913,2014,6,7,13.8,FALSE
40913,2014,6,8,11.8,FALSE
40913,2014,6,9,11.6,FALSE
40913,2014,6,10,12.8,FALSE
40913,2014,6,11,11,FALSE
40913,2014,6,12,11.5,FALSE
40913,2014,6,13,11.8,FALSE
40913,2014,6,14,5.8,FALSE
40913,2014,6,15,14.1,FALSE
40913,2014,6,16,13.9,FALSE
40913,2014,6,17,14,FALSE
40913,2014,6,18,13.2,FALSE
40913,2014,6,19,8,FALSE
40913,2014,6,20,9.1,FALSE
40913,2014,6,21,12.9,FALSE
40913,2014,6,22,13,FALSE
40913,2014,6,23,13.6,FALSE
40913,2014,6,24,7.6,FALSE
40913,2014,6,25,13.6,FALSE
40913,2014,6,26,14.2,FALSE
40913,2014,6,27,14.2,FALSE
40913,2014,6,28,10.6,FALSE
40913,2014,6,29,14.4,FALSE
40913,2014,6,30,14.1,FALSE
40913,2014,7,1,14.5,FALSE
40913,2014,7,2,14.1,FALSE
40913,2014,7,3,13.7,FALSE
40913,2014,7,4,12.3,FALSE
40913,2014,7,5,12.8,FALSE
40913,2014,7,6,14.5,FALSE
40913,2014,7,7,14.4,FALSE
40913,2014,7,8,14.7,FALSE
40913,2014,7,9,14.7,FALSE
40913,2014,7,10,14.7,FALSE
40913,2014,7,11,15,FALSE
23034,2014,1,1,3.9,FALSE
23034,2014,1,2,6.3,FALSE
23034,2014,1,3,25.3,TRUE
23034,2014,1,4,32.4,TRUE
23034,2014,1,5,23,TRUE
23034,2014,1,6,25.3,TRUE
23034,2014,1,7,32,TRUE
23034,2014,1,8,33.1,TRUE
23034,2014,1,9,32.9,TRUE
23034,2014,1,10,32.2,TRUE
23034,2014,1,11,32.1,TRUE
23034,2014,1,12,32.2,TRUE
23034,2014,1,13,32.3,TRUE
23034,2014,1,14,21.6,TRUE
23034,2014,1,15,23.3,TRUE
23034,2014,1,16,31.6,TRUE
23034,2014,1,17,27.9,TRUE
23034,2014,1,18,29.8,TRUE
23034,2014,1,19,31.6,TRUE
23034,2014,1,20,32,TRUE
23034,2014,1,21,31.9,TRUE
23034,2014,1,22,21.8,TRUE
23034,2014,1,23,20.7,TRUE
23034,2014,1,24,25.9,TRUE
23034,2014,1,25,31.4,TRUE
23034,2014,1,26,31.7,TRUE
23034,2014,1,27,31.9,TRUE
23034,2014,1,28,30.7,TRUE
23034,2014,1,29,29.3,TRUE
23034,2014,1,30,27.6,TRUE
23034,2014,1,31,29.3,TRUE
23034,2014,2,1,29.2,TRUE
23034,2014,2,2,28.7,TRUE
23034,2014,2,3,25.5,TRUE
23034,2014,2,4,30.4,TRUE
23034,2014,2,5,30.5,TRUE
23034,2014,2,6,29.5,TRUE
23034,2014,2,7,28.5,TRUE
23034,2014,2,8,17.8,TRUE
23034,2014,2,9,28.7,TRUE
23034,2014,2,10,28.9,TRUE
23034,2014,2,11,28.3,TRUE
23034,2014,2,12,14.3,FALSE
23034,2014,2,13,2.8,FALSE
23034,2014,2,14,3.3,FALSE
23034,2014,2,15,16.2,TRUE
23034,2014,2,16,26.5,TRUE
23034,2014,2,17,27.9,TRUE
23034,2014,2,18,23.9,TRUE
23034,2014,2,19,23.8,TRUE
23034,2014,2,20,24.4,TRUE
23034,2014,2,21,15.7,TRUE
23034,2014,2,22,23.8,TRUE
23034,2014,2,23,26.7,TRUE
23034,2014,2,24,26.8,TRUE
23034,2014,2,25,25.1,TRUE
23034,2014,2,26,23.2,TRUE
23034,2014,2,27,26.2,TRUE
23034,2014,2,28,26.2,TRUE
23034,2014,3,1,25.5,TRUE
23034,2014,3,2,24.8,TRUE
23034,2014,3,3,25,TRUE
23034,2014,3,4,24.7,TRUE
23034,2014,3,5,24,TRUE
23034,2014,3,6,24.2,TRUE
23034,2014,3,7,24.4,TRUE
23034,2014,3,8,24.1,TRUE
23034,2014,3,9,22.7,TRUE
23034,2014,3,10,9.1,FALSE
23034,2014,3,11,7.4,FALSE
23034,2014,3,12,23.3,TRUE
23034,2014,3,13,21.6,TRUE
23034,2014,3,14,13.6,FALSE
23034,2014,3,15,14.4,FALSE
23034,2014,3,16,16.1,TRUE
23034,2014,3,17,11,FALSE
23034,2014,3,18,17.2,TRUE
23034,2014,3,19,21.8,TRUE
23034,2014,3,20,21.5,TRUE
23034,2014,3,21,19.8,TRUE
23034,2014,3,22,22.1,TRUE
23034,2014,3,23,16.5,TRUE
23034,2014,3,24,18.4,TRUE
23034,2014,3,25,8.1,FALSE
23034,2014,3,26,18.1,TRUE
23034,2014,3,27,19.1,TRUE
23034,2014,3,28,18.3,TRUE
23034,2014,3,29,18.7,TRUE
23034,2014,3,30,18.3,TRUE
23034,2014,3,31,7.8,FALSE
23034,2014,4,1,15.6,TRUE
23034,2014,4,2,13.4,FALSE
23034,2014,4,3,10.6,FALSE
23034,2014,4,4,18.7,TRUE
23034,2014,4,5,18.7,TRUE
23034,2014,4,6,18.7,TRUE
23034,2014,4,7,6.6,FALSE
23034,2014,4,8,4.8,FALSE
23034,2014,4,9,5.6,FALSE
23034,2014,4,10,10,FALSE
23034,2014,4,11,8.1,FALSE
23034,2014,4,12,15.9,TRUE
23034,2014,4,13,15.9,TRUE
23034,2014,4,14,16.1,TRUE
23034,2014,4,15,16.5,TRUE
23034,2014,4,16,15.6,TRUE
23034,2014,4,17,15.9,TRUE
23034,2014,4,18,15.5,TRUE
23034,2014,4,19,12.1,FALSE
23034,2014,4,20,15,FALSE
23034,2014,4,21,11.4,FALSE
23034,2014,4,22,14.6,FALSE
23034,2014,4,23,14.8,FALSE
23034,2014,4,24,14,FALSE
23034,2014,4,25,9.8,FALSE
23034,2014,4,26,12.3,FALSE
23034,2014,4,27,14.3,FALSE
23034,2014,4,28,9.2,FALSE
23034,2014,4,29,10,FALSE
23034,2014,4,30,13.3,FALSE
23034,2014,5,1,7.6,FALSE
23034,2014,5,2,4.1,FALSE
23034,2014,5,3,9.9,FALSE
23034,2014,5,4,12,FALSE
23034,2014,5,5,7.6,FALSE
23034,2014,5,6,11.7,FALSE
23034,2014,5,7,12.7,FALSE
23034,2014,5,8,12.4,FALSE
23034,2014,5,9,3.1,FALSE
23034,2014,5,10,10.3,FALSE
23034,2014,5,11,11.8,FALSE
23034,2014,5,12,12.4,FALSE
23034,2014,5,13,12.3,FALSE
23034,2014,5,14,10.2,FALSE
23034,2014,5,15,10.4,FALSE
23034,2014,5,16,8.9,FALSE
23034,2014,5,17,5.4,FALSE
23034,2014,5,18,8.3,FALSE
23034,2014,5,19,7.3,FALSE
23034,2014,5,20,9.9,FALSE
23034,2014,5,21,10.8,FALSE
23034,2014,5,22,8.2,FALSE
23034,2014,5,23,8.8,FALSE
23034,2014,5,24,10.5,FALSE
23034,2014,5,25,9.9,FALSE
23034,2014,5,26,4.1,FALSE
23034,2014,5,27,8.3,FALSE
23034,2014,5,28,10,FALSE
23034,2014,5,29,8.5,FALSE
23034,2014,5,30,10.2,FALSE
23034,2014,5,31,3,FALSE
23034,2014,6,1,6.7,FALSE
23034,2014,6,2,6.9,FALSE
23034,2014,6,3,9.6,FALSE
23034,2014,6,4,6,FALSE
23034,2014,6,5,10,FALSE
23034,2014,6,6,10,FALSE
23034,2014,6,7,9.6,FALSE
23034,2014,6,8,8.6,FALSE
23034,2014,6,9,7.6,FALSE
23034,2014,6,10,9.9,FALSE
23034,2014,6,11,5.5,FALSE
23034,2014,6,12,5.6,FALSE
23034,2014,6,13,3.6,FALSE
23034,2014,6,14,8,FALSE
23034,2014,6,15,7.8,FALSE
23034,2014,6,16,7,FALSE
23034,2014,6,17,5.2,FALSE
23034,2014,6,18,9.9,FALSE
23034,2014,6,19,4,FALSE
23034,2014,6,20,5.4,FALSE
23034,2014,6,21,8.1,FALSE
23034,2014,6,22,5,FALSE
23034,2014,6,23,7.9,FALSE
23034,2014,6,24,7.2,FALSE
23034,2014,6,25,7.8,FALSE
23034,2014,6,26,7.3,FALSE
23034,2014,6,27,8.9,FALSE
23034,2014,6,28,9.6,FALSE
23034,2014,6,29,9.8,FALSE
23034,2014,6,30,6.8,FALSE
23034,2014,7,1,7.5,FALSE
23034,2014,7,2,10,FALSE
23034,2014,7,3,10.1,FALSE
23034,2014,7,4,8.2,FALSE
23034,2014,7,5,8.2,FALSE
23034,2014,7,6,10.3,FALSE
23034,2014,7,7,7.1,FALSE
23034,2014,7,8,3.1,FALSE
23034,2014,7,9,4.1,FALSE
23034,2014,7,10,9.4,FALSE
23034,2014,7,11,9.6,FALSE
66037,2014,1,1,20.6,TRUE
66037,2014,1,2,11.9,FALSE
66037,2014,1,3,22.4,TRUE
66037,2014,1,4,32.5,TRUE
66037,2014,1,5,29.8,TRUE
66037,2014,1,6,33.8,TRUE
66037,2014,1,7,14.6,FALSE
66037,2014,1,8,14.3,FALSE
66037,2014,1,9,14.6,FALSE
66037,2014,1,10,25,TRUE
66037,2014,1,11,28.8,TRUE
66037,2014,1,12,26.7,TRUE
66037,2014,1,13,31.3,TRUE
66037,2014,1,14,32,TRUE
66037,2014,1,15,32.1,TRUE
66037,2014,1,16,32.4,TRUE
66037,2014,1,17,31.9,TRUE
66037,2014,1,18,32.2,TRUE
66037,2014,1,19,23.9,TRUE
66037,2014,1,20,13.4,FALSE
66037,2014,1,21,10.9,FALSE
66037,2014,1,22,4.4,FALSE
66037,2014,1,23,18.3,TRUE
66037,2014,1,24,12.8,FALSE
66037,2014,1,25,25.6,TRUE
66037,2014,1,26,14.3,FALSE
66037,2014,1,27,29.7,TRUE
66037,2014,1,28,31,TRUE
66037,2014,1,29,30.8,TRUE
66037,2014,1,30,30.7,TRUE
66037,2014,1,31,30.1,TRUE
66037,2014,2,1,25.8,TRUE
66037,2014,2,2,28.5,TRUE
66037,2014,2,3,29.9,TRUE
66037,2014,2,4,5.3,FALSE
66037,2014,2,5,19.2,TRUE
66037,2014,2,6,14,FALSE
66037,2014,2,7,29.3,TRUE
66037,2014,2,8,28.8,TRUE
66037,2014,2,9,29.3,TRUE
66037,2014,2,10,11.4,FALSE
66037,2014,2,11,13.7,FALSE
66037,2014,2,12,14.5,FALSE
66037,2014,2,13,19.5,TRUE
66037,2014,2,14,5.6,FALSE
66037,2014,2,15,6,FALSE
66037,2014,2,16,3.2,FALSE
66037,2014,2,17,20.9,TRUE
66037,2014,2,18,13.3,FALSE
66037,2014,2,19,4.1,FALSE
66037,2014,2,20,26.4,TRUE
66037,2014,2,21,27.2,TRUE
66037,2014,2,22,23.2,TRUE
66037,2014,2,23,24.3,TRUE
66037,2014,2,24,24.3,TRUE
66037,2014,2,25,24.3,TRUE
66037,2014,2,26,17.9,TRUE
66037,2014,2,27,6.8,FALSE
66037,2014,2,28,3.2,FALSE
66037,2014,3,1,5.4,FALSE
66037,2014,3,2,10.3,FALSE
66037,2014,3,3,15.6,TRUE
66037,2014,3,4,13.7,FALSE
66037,2014,3,5,18,TRUE
66037,2014,3,6,17.7,TRUE
66037,2014,3,7,17.6,TRUE
66037,2014,3,8,21.1,TRUE
66037,2014,3,9,20,TRUE
66037,2014,3,10,21.9,TRUE
66037,2014,3,11,21,TRUE
66037,2014,3,12,14.7,FALSE
66037,2014,3,13,17.3,TRUE
66037,2014,3,14,20,TRUE
66037,2014,3,15,13.6,FALSE
66037,2014,3,16,11.7,FALSE
66037,2014,3,17,22.7,TRUE
66037,2014,3,18,20.8,TRUE
66037,2014,3,19,20.2,TRUE
66037,2014,3,20,17.6,TRUE
66037,2014,3,21,11.6,FALSE
66037,2014,3,22,17.9,TRUE
66037,2014,3,23,17,TRUE
66037,2014,3,24,2.9,FALSE
66037,2014,3,25,15.8,TRUE
66037,2014,3,26,6.5,FALSE
66037,2014,3,27,3.3,FALSE
66037,2014,3,28,7.4,FALSE
66037,2014,3,29,16.6,TRUE
66037,2014,3,30,17.5,TRUE
66037,2014,3,31,16,TRUE
66037,2014,4,1,14.3,FALSE
66037,2014,4,2,18.5,TRUE
66037,2014,4,3,16.3,TRUE
66037,2014,4,4,3.8,FALSE
66037,2014,4,5,11.5,FALSE
66037,2014,4,6,8.9,FALSE
66037,2014,4,7,12.5,FALSE
66037,2014,4,8,8.4,FALSE
66037,2014,4,9,11.3,FALSE
66037,2014,4,10,3.6,FALSE
66037,2014,4,11,10.8,FALSE
66037,2014,4,12,6.6,FALSE
66037,2014,4,13,8.1,FALSE
66037,2014,4,14,11,FALSE
66037,2014,4,15,11.2,FALSE
66037,2014,4,16,14.7,FALSE
66037,2014,4,17,15.9,TRUE
66037,2014,4,18,16.3,TRUE
66037,2014,4,19,15.4,TRUE
66037,2014,4,20,15.1,TRUE
66037,2014,4,21,16,TRUE
66037,2014,4,22,15.1,TRUE
66037,2014,4,23,14.1,FALSE
66037,2014,4,24,14.1,FALSE
66037,2014,4,25,5.7,FALSE
66037,2014,4,26,5.4,FALSE
66037,2014,4,27,4,FALSE
66037,2014,4,28,7.6,FALSE
66037,2014,4,29,13.2,FALSE
66037,2014,4,30,11.6,FALSE
66037,2014,5,1,14.5,FALSE
66037,2014,5,2,12.8,FALSE
66037,2014,5,3,6.8,FALSE
66037,2014,5,4,13,FALSE
66037,2014,5,5,13,FALSE
66037,2014,5,6,13,FALSE
66037,2014,5,7,13.6,FALSE
66037,2014,5,8,10,FALSE
66037,2014,5,9,10.9,FALSE
66037,2014,5,10,10.7,FALSE
66037,2014,5,11,9.5,FALSE
66037,2014,5,12,10.8,FALSE
66037,2014,5,13,11.7,FALSE
66037,2014,5,14,12.2,FALSE
66037,2014,5,15,12.7,FALSE
66037,2014,5,16,12.7,FALSE
66037,2014,5,17,12.4,FALSE
66037,2014,5,18,9.3,FALSE
66037,2014,5,19,11.2,FALSE
66037,2014,5,20,10.5,FALSE
66037,2014,5,21,11.2,FALSE
66037,2014,5,22,11.7,FALSE
66037,2014,5,23,11.3,FALSE
66037,2014,5,24,10.6,FALSE
66037,2014,5,25,9.5,FALSE
66037,2014,5,26,10.9,FALSE
66037,2014,5,27,8.7,FALSE
66037,2014,5,28,11.2,FALSE
66037,2014,5,29,9,FALSE
66037,2014,5,30,9.2,FALSE
66037,2014,5,31,7.8,FALSE
66037,2014,6,1,4.7,FALSE
66037,2014,6,2,8.4,FALSE
66037,2014,6,3,10.8,FALSE
66037,2014,6,4,10.4,FALSE
66037,2014,6,5,5.4,FALSE
66037,2014,6,6,6,FALSE
66037,2014,6,7,10.4,FALSE
66037,2014,6,8,9.2,FALSE
66037,2014,6,9,7.6,FALSE
66037,2014,6,10,7.7,FALSE
66037,2014,6,11,6.6,FALSE
66037,2014,6,12,9.7,FALSE
66037,2014,6,13,6.6,FALSE
66037,2014,6,14,7.2,FALSE
66037,2014,6,15,4.9,FALSE
66037,2014,6,16,10.4,FALSE
66037,2014,6,17,9.8,FALSE
66037,2014,6,18,10.3,FALSE
66037,2014,6,19,10.3,FALSE
66037,2014,6,20,8.3,FALSE
66037,2014,6,21,10.3,FALSE
66037,2014,6,22,8,FALSE
66037,2014,6,23,4.8,FALSE
66037,2014,6,24,10.5,FALSE
66037,2014,6,25,10.5,FALSE
66037,2014,6,26,10.5,FALSE
66037,2014,6,27,9.9,FALSE
66037,2014,6,28,10.1,FALSE
66037,2014,6,29,10.3,FALSE
66037,2014,6,30,10.7,FALSE
66037,2014,7,1,10.5,FALSE
66037,2014,7,2,10.4,FALSE
66037,2014,7,3,10.8,FALSE
66037,2014,7,4,11,FALSE
66037,2014,7,5,10.6,FALSE
66037,2014,7,6,10.6,FALSE
66037,2014,7,7,10.7,FALSE
66037,2014,7,8,11,FALSE
66037,2014,7,9,10.9,FALSE
66037,2014,7,10,11,FALSE
66037,2014,7,11,10.9,FALSE
